date,prize_type,number
2010-05-16,fifth,820382
2010-05-16,fifth,825597
2010-05-16,fifth,830953
2010-05-16,fifth,844296
2010-05-16,fifth,845917
2010-05-16,fifth,869011
2010-05-16,fifth,871743
2010-05-16,fifth,891696
2010-05-16,fifth,892891
2010-05-16,fifth,896140
2010-05-16,fifth,905444
2010-05-16,fifth,916938
2010-05-16,fifth,921261
2010-05-16,fifth,944203
2010-05-16,fifth,966518
2010-05-16,fifth,980535
2010-05-16,fifth,987440
2010-05-16,last2,000012
2010-05-16,last3b,000008
2010-05-16,last3b,000151
2010-05-16,last3b,000293
2010-05-16,last3b,000770
2010-05-16,near1,480011
2010-05-16,near1,480013
2010-06-01,first,444874
2010-06-01,second,003690
2010-06-01,second,081429
2010-06-01,second,335969
2010-06-01,second,418378
2010-06-01,second,454783
2010-06-01,third,096250
2010-06-01,third,245280
2010-06-01,third,250621
2010-06-01,third,355929
2010-06-01,third,371229
2010-06-01,third,395789
2010-06-01,third,754268
2010-06-01,third,773743
2010-06-01,third,800344
2010-06-01,third,906405
2010-06-01,fourth,003409
2010-06-01,fourth,004293
2010-06-01,fourth,048593
2010-06-01,fourth,069903
2010-06-01,fourth,087518
2010-06-01,fourth,107415
2010-06-01,fourth,115181
2010-06-01,fourth,155950
2010-06-01,fourth,167551
2010-06-01,fourth,168728
2010-06-01,fourth,190618
2010-06-01,fourth,202704
2010-06-01,fourth,221020
2010-06-01,fourth,238860
2010-06-01,fourth,247240
2010-06-01,fourth,249986
2010-06-01,fourth,255684
2010-06-01,fourth,269843
2010-06-01,fourth,272744
2010-06-01,fourth,285294
2010-06-01,fourth,291559
2010-06-01,fourth,300313
2010-06-01,fourth,349296
2010-06-01,fourth,368309
2010-06-01,fourth,400643
2010-06-01,fourth,418207
2010-06-01,fourth,453804
2010-06-01,fourth,466051
2010-06-01,fourth,486843
2010-06-01,fourth,491626
2010-06-01,fourth,508868
2010-06-01,fourth,540355
2010-06-01,fourth,548420
2010-06-01,fourth,553093
2010-06-01,fourth,700708
2010-06-01,fourth,713208
2010-06-01,fourth,715386
2010-06-01,fourth,716369
2010-06-01,fourth,749550
2010-06-01,fourth,778164
2010-06-01,fourth,791976
2010-06-01,fourth,816815
2010-06-01,fourth,828916
2010-06-01,fourth,837239
2010-06-01,fourth,876484
2010-06-01,fourth,915184
2010-06-01,fourth,932019
2010-06-01,fourth,962898
2010-06-01,fourth,980624
2010-06-01,fourth,991261
2010-06-01,fifth,016532
2010-06-01,fifth,034649
2010-06-01,fifth,044145
2010-06-01,fifth,049853
2010-06-01,fifth,050975
2010-06-01,fifth,052839
2010-06-01,fifth,056614
2010-06-01,fifth,102915
2010-06-01,fifth,108576
2010-06-01,fifth,127624
2010-06-01,fifth,133586
2010-06-01,fifth,137046
2010-06-01,fifth,152374
2010-06-01,fifth,155436
2010-06-01,fifth,157630
2010-06-01,fifth,185439
2010-06-01,fifth,187430
2010-06-01,fifth,197756
2010-06-01,fifth,200124
2010-06-01,fifth,204139
2010-06-01,fifth,217364
2010-06-01,fifth,219797
2010-06-01,fifth,221392
2010-06-01,fifth,232705
2010-06-01,fifth,234976
2010-06-01,fifth,241805
2010-06-01,fifth,243214
2010-06-01,fifth,245228
2010-06-01,fifth,247416
2010-06-01,fifth,247830
2010-06-01,fifth,261348
2010-06-01,fifth,264907
2010-06-01,fifth,274635
2010-06-01,fifth,275718
2010-06-01,fifth,276716
2010-06-01,fifth,277247
2010-06-01,fifth,280346
2010-06-01,fifth,286887
2010-06-01,fifth,306904
2010-06-01,fifth,310150
2010-06-01,fifth,316269
2010-06-01,fifth,316398
2010-06-01,fifth,333959
2010-06-01,fifth,345898
2010-06-01,fifth,345907
2010-06-01,fifth,349379
2010-06-01,fifth,355178
2010-06-01,fifth,371252
2010-06-01,fifth,383139
2010-06-01,fifth,387534
2010-06-01,fifth,388768
2010-06-01,fifth,453595
2010-06-01,fifth,469212
2010-06-01,fifth,478731
2010-06-01,fifth,502696
2010-06-01,fifth,526427
2010-06-01,fifth,527830
2010-06-01,fifth,528773
2010-06-01,fifth,534380
2010-06-01,fifth,540590
2010-06-01,fifth,545816
2010-06-01,fifth,548068
2010-06-01,fifth,555961
2010-06-01,fifth,562561
2010-06-01,fifth,564177
2010-06-01,fifth,586870
2010-06-01,fifth,593947
2010-06-01,fifth,611542
2010-06-01,fifth,647091
2010-06-01,fifth,649926
2010-06-01,fifth,670161
2010-06-01,fifth,684885
2010-06-01,fifth,693608
2010-06-01,fifth,703493
2010-06-01,fifth,707233
2010-06-01,fifth,718094
2010-06-01,fifth,746551
2010-06-01,fifth,750512
2010-06-01,fifth,757630
2010-06-01,fifth,766171
2010-06-01,fifth,769646
2010-06-01,fifth,796829
2010-06-01,fifth,803751
2010-06-01,fifth,804119
2010-06-01,fifth,826305
2010-06-01,fifth,832480
2010-06-01,fifth,833179
2010-06-01,fifth,841576
2010-06-01,fifth,851980
2010-06-01,fifth,877887
2010-06-01,fifth,881802
2010-06-01,fifth,900022
2010-06-01,fifth,917376
2010-06-01,fifth,924854
2010-06-01,fifth,928573
2010-06-01,fifth,932411
2010-06-01,fifth,934387
2010-06-01,fifth,950178
2010-06-01,fifth,987250
2010-06-01,fifth,995083
2010-06-01,last2,000081
2010-06-01,last3b,000298
2010-06-01,last3b,000374
2010-06-01,last3b,000673
2010-06-01,last3b,000996
2010-06-01,near1,444873
2010-06-01,near1,444875
2010-06-16,first,500104
2010-06-16,second,260941
2010-06-16,second,350358
2010-06-16,second,777902
2010-06-16,second,864439
2010-06-16,second,870674
2010-06-16,third,040538
2010-06-16,third,100804
2010-06-16,third,181102
2010-06-16,third,373481
2010-06-16,third,551631
2010-06-16,third,552329
2010-06-16,third,790086
2010-06-16,third,797690
2010-06-16,third,810767
2010-06-16,third,988011
2010-06-16,fourth,023523
2010-06-16,fourth,035948
2010-06-16,fourth,054812
2010-06-16,fourth,094606
2010-06-16,fourth,111981
2010-06-16,fourth,124819
2010-06-16,fourth,135594
2010-06-16,fourth,166862
2010-06-16,fourth,180706
2010-06-16,fourth,226343
2010-06-16,fourth,253380
2010-06-16,fourth,312813
2010-06-16,fourth,337858
2010-06-16,fourth,372369
2010-06-16,fourth,392004
2010-06-16,fourth,437119
2010-06-16,fourth,447862
2010-06-16,fourth,459330
2010-06-16,fourth,487332
2010-06-16,fourth,514446
2010-06-16,fourth,516178
2010-06-16,fourth,556652
2010-06-16,fourth,561456
2010-06-16,fourth,619660
2010-06-16,fourth,665516
2010-06-16,fourth,689890
2010-06-16,fourth,699137
2010-06-16,fourth,703046
2010-06-16,fourth,732765
2010-06-16,fourth,749955
2010-06-16,fourth,766838
2010-06-16,fourth,779892
2010-06-16,fourth,788672
2010-06-16,fourth,796424
2010-06-16,fourth,815499
2010-06-16,fourth,825983
2010-06-16,fourth,834378
2010-06-16,fourth,843331
2010-06-16,fourth,884949
2010-06-16,fourth,886995
2010-06-16,fourth,908244
2010-06-16,fourth,920606
2010-06-16,fourth,939664
2010-06-16,fourth,940009
2010-06-16,fourth,943589
2010-06-16,fourth,950750
2010-06-16,fourth,959437
2010-06-16,fourth,966941
2010-06-16,fourth,987505
2010-06-16,fourth,997596
2010-06-16,fifth,002634
2010-06-16,fifth,010843
2010-06-16,fifth,012693
2010-06-16,fifth,057273
2010-06-16,fifth,060217
2010-06-16,fifth,065035
2010-06-16,fifth,073928
2010-06-16,fifth,077380
2010-06-16,fifth,084820
2010-06-16,fifth,088438
2010-06-16,fifth,090675
2010-06-16,fifth,104238
2010-06-16,fifth,113177
2010-06-16,fifth,138520
2010-06-16,fifth,139710
2010-06-16,fifth,169210
2010-06-16,fifth,180309
2010-06-16,fifth,185719
2010-06-16,fifth,193449
2010-06-16,fifth,199057
2010-06-16,fifth,204977
2010-06-16,fifth,223357
2010-06-16,fifth,263247
2010-06-16,fifth,285740
2010-06-16,fifth,305378
2010-06-16,fifth,317601
2010-06-16,fifth,318081
2010-06-16,fifth,321123
2010-06-16,fifth,324059
2010-06-16,fifth,325429
2010-06-16,fifth,327710
2010-06-16,fifth,327997
2010-06-16,fifth,332914
2010-06-16,fifth,337339
2010-06-16,fifth,341234
2010-06-16,fifth,349781
2010-06-16,fifth,350432
2010-06-16,fifth,354551
2010-06-16,fifth,371641
2010-06-16,fifth,385787
2010-06-16,fifth,397680
2010-06-16,fifth,409625
2010-06-16,fifth,414419
2010-06-16,fifth,426070
2010-06-16,fifth,460464
2010-06-16,fifth,463727
2010-06-16,fifth,478276
2010-06-16,fifth,481965
2010-06-16,fifth,487211
2010-06-16,fifth,489069
2010-06-16,fifth,494497
2010-06-16,fifth,508452
2010-06-16,fifth,536480
2010-06-16,fifth,546986
2010-06-16,fifth,560592
2010-06-16,fifth,570003
2010-06-16,fifth,590404
2010-06-16,fifth,592091
2010-06-16,fifth,623233
2010-06-16,fifth,623916
2010-06-16,fifth,630439
2010-06-16,fifth,638284
2010-06-16,fifth,677539
2010-06-16,fifth,692703
2010-06-16,fifth,707739
2010-06-16,fifth,716936
2010-06-16,fifth,719545
2010-06-16,fifth,723320
2010-06-16,fifth,724291
2010-06-16,fifth,725648
2010-06-16,fifth,728711
2010-06-16,fifth,742216
2010-06-16,fifth,751009
2010-06-16,fifth,751703
2010-06-16,fifth,757191
2010-06-16,fifth,758470
2010-06-16,fifth,761316
2010-06-16,fifth,782754
2010-06-16,fifth,786708
2010-06-16,fifth,797403
2010-06-16,fifth,802431
2010-06-16,fifth,803140
2010-06-16,fifth,812412
2010-06-16,fifth,825113
2010-06-16,fifth,826789
2010-06-16,fifth,828395
2010-06-16,fifth,847403
2010-06-16,fifth,855914
2010-06-16,fifth,859736
2010-06-16,fifth,862709
2010-06-16,fifth,869033
2010-06-16,fifth,892767
2010-06-16,fifth,922670
2010-06-16,fifth,923008
2010-06-16,fifth,923449
2010-06-16,fifth,933571
2010-06-16,fifth,941091
2010-06-16,fifth,947876
2010-06-16,fifth,949541
2010-06-16,fifth,964164
2010-06-16,last2,000073
2010-06-16,last3b,000200
2010-06-16,last3b,000628
2010-06-16,last3b,000681
2010-06-16,last3b,000816
2010-06-16,near1,500103
2010-06-16,near1,500105
2010-07-01,first,480239
2010-07-01,second,153891
2010-07-01,second,338552
2010-07-01,second,417257
2010-07-01,second,468232
2010-07-01,second,927635
2010-07-01,third,100417
2010-07-01,third,428294
2010-07-01,third,447409
2010-07-01,third,591687
2010-07-01,third,623276
2010-07-01,third,683005
2010-07-01,third,752156
2010-07-01,third,822357
2010-07-01,third,888260
2010-07-01,third,980816
2010-07-01,fourth,000596
2010-07-01,fourth,002099
2010-07-01,fourth,009075
2010-07-01,fourth,021799
2010-07-01,fourth,031999
2010-07-01,fourth,048361
2010-07-01,fourth,069373
2010-07-01,fourth,103418
2010-07-01,fourth,181667
2010-07-01,fourth,196656
2010-07-01,fourth,198407
2010-07-01,fourth,216403
2010-07-01,fourth,218458
2010-07-01,fourth,232806
2010-07-01,fourth,234384
2010-07-01,fourth,251810
2010-07-01,fourth,255211
2010-07-01,fourth,310359
2010-07-01,fourth,326941
2010-07-01,fourth,332064
2010-07-01,fourth,334222
2010-07-01,fourth,353346
2010-07-01,fourth,393025
2010-07-01,fourth,424560
2010-07-01,fourth,434632
2010-07-01,fourth,454329
2010-07-01,fourth,535883
2010-07-01,fourth,537317
2010-07-01,fourth,540077
2010-07-01,fourth,543758
2010-07-01,fourth,572961
2010-07-01,fourth,574580
2010-07-01,fourth,582860
2010-07-01,fourth,593989
2010-07-01,fourth,660883
2010-07-01,fourth,671018
2010-07-01,fourth,687231
2010-07-01,fourth,690522
2010-07-01,fourth,692635
2010-07-01,fourth,693012
2010-07-01,fourth,749141
2010-07-01,fourth,757224
2010-07-01,fourth,777018
2010-07-01,fourth,831608
2010-07-01,fourth,834544
2010-07-01,fourth,835295
2010-07-01,fourth,843546
2010-07-01,fourth,846313
2010-07-01,fourth,920777
2010-07-01,fourth,935949
2010-07-01,fifth,002787
2010-07-01,fifth,032408
2010-07-01,fifth,037130
2010-07-01,fifth,046974
2010-07-01,fifth,056152
2010-07-01,fifth,063282
2010-07-01,fifth,077860
2010-07-01,fifth,097056
2010-07-01,fifth,098401
2010-07-01,fifth,117053
2010-07-01,fifth,120272
2010-07-01,fifth,122734
2010-07-01,fifth,131176
2010-07-01,fifth,149062
2010-07-01,fifth,153836
2010-07-01,fifth,155909
2010-07-01,fifth,159329
2010-07-01,fifth,168764
2010-07-01,fifth,169637
2010-07-01,fifth,178949
2010-07-01,fifth,179394
2010-07-01,fifth,180657
2010-07-01,fifth,183136
2010-07-01,fifth,203571
2010-07-01,fifth,210989
2010-07-01,fifth,213264
2010-07-01,fifth,217470
2010-07-01,fifth,243067
2010-07-01,fifth,263986
2010-07-01,fifth,284651
2010-07-01,fifth,285251
2010-07-01,fifth,300480
2010-07-01,fifth,308037
2010-07-01,fifth,311661
2010-07-01,fifth,315548
2010-07-01,fifth,322354
2010-07-01,fifth,333429
2010-07-01,fifth,339404
2010-07-01,fifth,342955
2010-07-01,fifth,346478
2010-07-01,fifth,389573
2010-07-01,fifth,398882
2010-07-01,fifth,402074
2010-07-01,fifth,408682
2010-07-01,fifth,418055
2010-07-01,fifth,423533
2010-07-01,fifth,431733
2010-07-01,fifth,448711
2010-07-01,fifth,497500
2010-07-01,fifth,504550
2010-07-01,fifth,512351
2010-07-01,fifth,532911
2010-07-01,fifth,540641
2010-07-01,fifth,542013
2010-07-01,fifth,542918
2010-07-01,fifth,544941
2010-07-01,fifth,572197
2010-07-01,fifth,579417
2010-07-01,fifth,593327
2010-07-01,fifth,612381
2010-07-01,fifth,615319
2010-07-01,fifth,621257
2010-07-01,fifth,629928
2010-07-01,fifth,630367
2010-07-01,fifth,641607
2010-07-01,fifth,655207
2010-07-01,fifth,656954
2010-07-01,fifth,671492
2010-07-01,fifth,671637
2010-07-01,fifth,679519
2010-07-01,fifth,681724
2010-07-01,fifth,687366
2010-07-01,fifth,691805
2010-07-01,fifth,703201
2010-07-01,fifth,710916
2010-07-01,fifth,734079
2010-07-01,fifth,764631
2010-07-01,fifth,767087
2010-07-01,fifth,771366
2010-07-01,fifth,781136
2010-07-01,fifth,782457
2010-07-01,fifth,786891
2010-07-01,fifth,792647
2010-07-01,fifth,835693
2010-07-01,fifth,846816
2010-07-01,fifth,849459
2010-07-01,fifth,860967
2010-07-01,fifth,870979
2010-07-01,fifth,873470
2010-07-01,fifth,879015
2010-07-01,fifth,881008
2010-07-01,fifth,889060
2010-07-01,fifth,899687
2010-07-01,fifth,913923
2010-07-01,fifth,923957
2010-07-01,fifth,929644
2010-07-01,fifth,942967
2010-07-01,fifth,945210
2010-07-01,fifth,961497
2010-07-01,fifth,991925
2010-07-01,last2,000068
2010-07-01,last3b,000450
2010-07-01,last3b,000893
2010-07-01,last3b,000918
2010-07-01,last3b,000961
2010-07-01,near1,480238
2010-07-01,near1,480240
2010-07-16,first,180387
2010-07-16,second,251922
2010-07-16,second,452705
2010-07-16,second,709572
2010-07-16,second,809445
2010-07-16,second,915006
2010-07-16,third,085458
2010-07-16,third,116354
2010-07-16,third,208301
2010-07-16,third,210516
2010-07-16,third,260348
2010-07-16,third,301093
2010-07-16,third,417458
2010-07-16,third,621969
2010-07-16,third,667985
2010-07-16,third,997663
2010-07-16,fourth,015359
2010-07-16,fourth,031363
2010-07-16,fourth,049285
2010-07-16,fourth,052501
2010-07-16,fourth,087749
2010-07-16,fourth,122781
2010-07-16,fourth,126673
2010-07-16,fourth,136536
2010-07-16,fourth,146657
2010-07-16,fourth,162946
2010-07-16,fourth,249000
2010-07-16,fourth,262744
2010-07-16,fourth,335850
2010-07-16,fourth,352278
2010-07-16,fourth,378390
2010-07-16,fourth,378750
2010-07-16,fourth,389609
2010-07-16,fourth,408127
2010-07-16,fourth,425046
2010-07-16,fourth,450560
2010-07-16,fourth,509017
2010-07-16,fourth,512364
2010-07-16,fourth,541286
2010-07-16,fourth,560888
2010-07-16,fourth,567836
2010-07-16,fourth,644040
2010-07-16,fourth,657818
2010-07-16,fourth,660849
2010-07-16,fourth,668599
2010-07-16,fourth,678063
2010-07-16,fourth,701390
2010-07-16,fourth,709346
2010-07-16,fourth,717730
2010-07-16,fourth,726545
2010-07-16,fourth,732446
2010-07-16,fourth,786525
2010-07-16,fourth,797339
2010-07-16,fourth,834762
2010-07-16,fourth,838618
2010-07-16,fourth,857159
2010-07-16,fourth,908317
2010-07-16,fourth,913487
2010-07-16,fourth,935243
2010-07-16,fourth,949912
2010-07-16,fourth,954317
2010-07-16,fourth,954474
2010-07-16,fourth,958485
2010-07-16,fourth,959598
2010-07-16,fourth,972585
2010-07-16,fourth,992110
2010-07-16,fifth,001412
2010-07-16,fifth,005605
2010-07-16,fifth,008307
2010-07-16,fifth,014037
2010-07-16,fifth,019452
2010-07-16,fifth,020097
2010-07-16,fifth,033008
2010-07-16,fifth,053633
2010-07-16,fifth,057769
2010-07-16,fifth,058400
2010-07-16,fifth,078671
2010-07-16,fifth,083071
2010-07-16,fifth,094640
2010-07-16,fifth,099552
2010-07-16,fifth,108308
2010-07-16,fifth,119146
2010-07-16,fifth,119509
2010-07-16,fifth,133403
2010-07-16,fifth,139240
2010-07-16,fifth,149602
2010-07-16,fifth,157979
2010-07-16,fifth,163625
2010-07-16,fifth,180709
2010-07-16,fifth,190991
2010-07-16,fifth,235779
2010-07-16,fifth,241696
2010-07-16,fifth,246865
2010-07-16,fifth,258625
2010-07-16,fifth,306246
2010-07-16,fifth,318866
2010-07-16,fifth,330560
2010-07-16,fifth,335883
2010-07-16,fifth,341591
2010-07-16,fifth,345752
2010-07-16,fifth,346685
2010-07-16,fifth,360758
2010-07-16,fifth,376321
2010-07-16,fifth,396630
2010-07-16,fifth,397879
2010-07-16,fifth,401980
2010-07-16,fifth,417876
2010-07-16,fifth,419664
2010-07-16,fifth,426963
2010-07-16,fifth,429633
2010-07-16,fifth,432713
2010-07-16,fifth,444238
2010-07-16,fifth,447553
2010-07-16,fifth,452782
2010-07-16,fifth,471746
2010-07-16,fifth,475371
2010-07-16,fifth,492296
2010-07-16,fifth,492511
2010-07-16,fifth,502919
2010-07-16,fifth,519787
2010-07-16,fifth,555047
2010-07-16,fifth,579893
2010-07-16,fifth,591631
2010-07-16,fifth,597675
2010-07-16,fifth,608305
2010-07-16,fifth,646046
2010-07-16,fifth,653388
2010-07-16,fifth,682464
2010-07-16,fifth,685006
2010-07-16,fifth,686569
2010-07-16,fifth,692587
2010-07-16,fifth,692700
2010-07-16,fifth,701843
2010-07-16,fifth,707150
2010-07-16,fifth,718655
2010-07-16,fifth,729198
2010-07-16,fifth,748458
2010-07-16,fifth,752298
2010-07-16,fifth,757130
2010-07-16,fifth,758313
2010-07-16,fifth,773525
2010-07-16,fifth,780213
2010-07-16,fifth,801478
2010-07-16,fifth,815618
2010-07-16,fifth,818700
2010-07-16,fifth,827478
2010-07-16,fifth,837051
2010-07-16,fifth,846372
2010-07-16,fifth,849059
2010-07-16,fifth,850004
2010-07-16,fifth,881708
2010-07-16,fifth,897315
2010-07-16,fifth,897394
2010-07-16,fifth,897467
2010-07-16,fifth,902902
2010-07-16,fifth,904565
2010-07-16,fifth,911531
2010-07-16,fifth,926669
2010-07-16,fifth,926672
2010-07-16,fifth,934876
2010-07-16,fifth,943819
2010-07-16,fifth,950387
2010-07-16,fifth,955117
2010-07-16,fifth,964837
2010-07-16,fifth,967400
2010-07-16,fifth,997858
2010-07-16,last2,000034
2010-07-16,last3b,000024
2010-07-16,last3b,000219
2010-07-16,last3b,000309
2010-07-16,last3b,000572
2010-07-16,near1,180386
2010-07-16,near1,180388
2010-08-01,first,210008
2010-08-01,second,089453
2010-08-01,second,220768
2010-08-01,second,484505
2010-08-01,second,764115
2010-08-01,second,877126
2010-08-01,third,085622
2010-08-01,third,143357
2010-08-01,third,383895
2010-08-01,third,433041
2010-08-01,third,447656
2010-08-01,third,493511
2010-08-01,third,816146
2010-08-01,third,827778
2010-08-01,third,964812
2010-08-01,third,995580
2010-08-01,fourth,000354
2010-08-01,fourth,037001
2010-08-01,fourth,072370
2010-08-01,fourth,080462
2010-08-01,fourth,081376
2010-08-01,fourth,090636
2010-08-01,fourth,129240
2010-08-01,fourth,212198
2010-08-01,fourth,216568
2010-08-01,fourth,222141
2010-08-01,fourth,234294
2010-08-01,fourth,269275
2010-08-01,fourth,271778
2010-08-01,fourth,289132
2010-08-01,fourth,301330
2010-08-01,fourth,303517
2010-08-01,fourth,331790
2010-08-01,fourth,352320
2010-08-01,fourth,355538
2010-08-01,fourth,358445
2010-08-01,fourth,394887
2010-08-01,fourth,399701
2010-08-01,fourth,425135
2010-08-01,fourth,428317
2010-08-01,fourth,456064
2010-08-01,fourth,463783
2010-08-01,fourth,509336
2010-08-01,fourth,526529
2010-08-01,fourth,564877
2010-08-01,fourth,594336
2010-08-01,fourth,599023
2010-08-01,fourth,599688
2010-08-01,fourth,603548
2010-08-01,fourth,621893
2010-08-01,fourth,649616
2010-08-01,fourth,659072
2010-08-01,fourth,694759
2010-08-01,fourth,719838
2010-08-01,fourth,777973
2010-08-01,fourth,799733
2010-08-01,fourth,813071
2010-08-01,fourth,818342
2010-08-01,fourth,821186
2010-08-01,fourth,823884
2010-08-01,fourth,853625
2010-08-01,fourth,869889
2010-08-01,fourth,875656
2010-08-01,fourth,893992
2010-08-01,fourth,901794
2010-08-01,fourth,903524
2010-08-01,fifth,008881
2010-08-01,fifth,037164
2010-08-01,fifth,038854
2010-08-01,fifth,040417
2010-08-01,fifth,073178
2010-08-01,fifth,085745
2010-08-01,fifth,098125
2010-08-01,fifth,104614
2010-08-01,fifth,111740
2010-08-01,fifth,119258
2010-08-01,fifth,133795
2010-08-01,fifth,143072
2010-08-01,fifth,157538
2010-08-01,fifth,164335
2010-08-01,fifth,167816
2010-08-01,fifth,181733
2010-08-01,fifth,182879
2010-08-01,fifth,193448
2010-08-01,fifth,196757
2010-08-01,fifth,210661
2010-08-01,fifth,220011
2010-08-01,fifth,224715
2010-08-01,fifth,226890
2010-08-01,fifth,237789
2010-08-01,fifth,255984
2010-08-01,fifth,256999
2010-08-01,fifth,262713
2010-08-01,fifth,267099
2010-08-01,fifth,275940
2010-08-01,fifth,298534
2010-08-01,fifth,298792
2010-08-01,fifth,310552
2010-08-01,fifth,310666
2010-08-01,fifth,318163
2010-08-01,fifth,328607
2010-08-01,fifth,333998
2010-08-01,fifth,358256
2010-08-01,fifth,361340
2010-08-01,fifth,378853
2010-08-01,fifth,379660
2010-08-01,fifth,386194
2010-08-01,fifth,403813
2010-08-01,fifth,415246
2010-08-01,fifth,418324
2010-08-01,fifth,419215
2010-08-01,fifth,430448
2010-08-01,fifth,458739
2010-08-01,fifth,467285
2010-08-01,fifth,469059
2010-08-01,fifth,472804
2010-08-01,fifth,480200
2010-08-01,fifth,488077
